Trace
Swept SA
A.02.06,N9010A
78980111.5,-85.6345815772678
78980111.61,-84.8190566069336
78980111.72,-84.2976404240292
78980111.83,-84.0657106919202
78980111.94,-84.1202016794161
78980112.05,-84.4623756950454
78980112.16,-85.0949153810289
78980112.27,-86.024375743921
78980112.38,-87.2585678524216
78980112.49,-88.8071595376761
78980112.6,-90.6862017953103
78980112.71,-92.9096699593037
78980112.82,-95.4839140858333
78980112.93,-98.4256080518839
78980113.04,-101.648466139163
78980113.15,-104.410319755368
78980113.26,-106.065418309035
78980113.37,-106.880049825058
78980113.48,-107.666861558703
78980113.59,-108.225918198018
78980113.7,-107.924264434266
78980113.81,-107.813960930092
78980113.92,-107.840880441365
78980114.03,-107.898437789323
78980114.14,-107.673342948635
78980114.25,-107.55837266824
78980114.36,-107.802100917965
78980114.47,-108.402350805592
78980114.58,-108.137881411096
78980114.69,-108.146170770375
78980114.8,-108.205579781776
78980114.91,-107.784106072545
78980115.02,-107.471043598444
78980115.13,-107.344481285972
78980115.24,-107.372959419025
78980115.35,-107.37542380602
78980115.46,-107.439054010117
78980115.57,-107.709259358979
78980115.68,-108.137416566576
78980115.79,-107.969932389996
78980115.9,-108.04874485494
78980116.01,-108.190102631891
78980116.12,-108.06626156771
78980116.23,-108.024230249307
78980116.34,-108.22713490976
78980116.45,-108.493216853524
78980116.56,-108.337103527394
78980116.67,-108.136388027426
78980116.78,-107.991123993103
78980116.89,-107.981786326367
78980117,-108.220937911196
